name,date,hour,atmosphericpressure,precipitation,relativehumidity,temperature,winddirection,windspeedavg,windspeedmax,windspeedmin,surfacetemperaturewintersense,temperaturewintersense,z_score
Friedrichstrasse,2024-06-30,11,962.9,11.4,72.6,22.1,284.0,0.6,1.6,0.1,,,0.26853107638214607
Friedrichstrasse,2024-06-30,12,962.85,11.4,63.5,22.9,301.0,1.65,4.0,0.25,,,-0.4262605434185256
Friedrichstrasse,2024-06-30,13,962.9,11.4,61.4,23.1,313.5,1.45,4.65,0.1,,,-0.7753093304727791
Friedrichstrasse,2024-06-30,14,963.3,11.4,60.05,23.4,308.5,1.9,5.05,0.2,,,-0.13228533854607885
Friedrichstrasse,2024-06-30,15,964.1,11.46,80.6,20.7,317.0,1.3,3.1,0.1,,,-0.872927435779281
Friedrichstrasse,2024-06-30,16,964.7,11.46,72.65,20.45,317.0,1.55,4.85,0.2,,,-0.9512228019486052
Friedrichstrasse,2024-06-30,17,965.0,11.46,71.05,19.9,314.5,1.35,3.95,0.1,,,-0.5321739157968352
Friedrichstrasse,2024-06-30,18,965.35,11.46,66.34,20.35,306.5,1.4,4.05,0.1,,,-0.5877732444869055
Friedrichstrasse,2024-06-30,19,965.4,11.46,66.7,20.3,345.0,0.9,2.7,0.1,,,-0.10102566786223736
Friedrichstrasse,2024-06-30,20,966.4,11.46,68.89,19.6,300.0,1.3,3.0,0.1,,,-0.3322052985133658
Friedrichstrasse,2024-06-30,21,966.95,11.46,70.5,18.5,51.0,0.45,0.85,0.1,,,-1.1860740271544976
Friedrichstrasse,2024-06-30,22,967.4,11.46,72.29,18.25,47.0,0.2,0.4,0.05,,,-0.26792971300838064
Friedrichstrasse,2024-06-30,23,967.9,11.46,73.9,17.85,342.0,0.15,0.35,0.05,,,-0.7775568263279116
Friedrichstrasse,2024-07-01,0,967.8,11.46,75.55,17.55,342.5,0.2,0.4,0.05,,,-0.9117285661079844
Friedrichstrasse,2024-07-01,1,967.9,11.46,76.19,17.45,196.5,0.2,0.35,0.0,,,-0.5991507972223756
Friedrichstrasse,2024-07-01,2,967.7,11.46,78.5,17.35,294.5,0.25,0.95,0.05,,,-0.284864074575235
Friedrichstrasse,2024-07-01,3,967.45,11.46,77.85,17.35,320.5,0.35,0.8,0.1,,,-0.16712770950225048
Friedrichstrasse,2024-07-01,4,966.8,11.46,76.79,17.3,298.0,0.6,1.3,0.1,,,0.08903313750166549
Friedrichstrasse,2024-07-01,5,966.8,11.46,79.29,17.1,306.0,0.4,1.2,0.1,,,0.26901379342448867
Friedrichstrasse,2024-07-01,6,967.05,11.46,79.59,16.9,184.0,0.3,0.8,0.05,,,-0.7440837088149326
Friedrichstrasse,2024-07-01,7,967.3,11.46,73.29,17.1,306.0,0.9,2.8,0.1,,,-0.42503756811200455
Friedrichstrasse,2024-07-01,8,967.5,11.46,71.7,17.4,318.0,0.9,2.2,0.1,,,0.0
Friedrichstrasse,2024-07-01,9,967.55,11.46,67.74,18.4,311.5,1.0,2.9,0.1,,,0.26877059533595044
Friedrichstrasse,2024-07-01,10,967.5,11.46,64.2,18.75,9.5,0.65,2.0,0.15,,,-0.19366677418109676
Friedrichstrasse,2024-07-01,11,967.4,11.46,58.5,20.3,273.0,0.9,3.4,0.1,,,-0.10853647699610601
Friedrichstrasse,2024-07-01,12,967.3,11.46,57.3,21.5,320.0,0.9,2.1,0.1,,,0.044467978703144104
Friedrichstrasse,2024-07-01,13,966.75,11.46,51.7,22.35,165.0,0.75,2.05,0.1,,,0.48892389021867433
Friedrichstrasse,2024-07-01,14,966.2,11.46,47.1,23.1,300.0,0.9,2.0,0.1,,,0.21814438072082282
Friedrichstrasse,2024-07-01,15,965.75,11.46,40.35,23.75,311.5,1.25,3.15,0.1,,,-0.12760024907592749
Friedrichstrasse,2024-07-01,16,965.4,11.46,45.7,23.8,301.0,1.4,3.4,0.2,,,-0.47611687073734826
Friedrichstrasse,2024-07-01,17,965.3,11.47,45.15,23.5,314.0,1.05,2.55,0.3,,,-0.49587405965318143
Friedrichstrasse,2024-07-01,18,966.3,11.8,88.6,16.4,182.0,0.55,1.2,0.05,,,-1.0438002753061262
Friedrichstrasse,2024-07-01,19,966.55,12.08,92.15,16.35,207.5,0.3,0.55,0.05,,,-1.1696317303117132
Friedrichstrasse,2024-07-01,20,967.45,12.1,88.2,17.4,156.0,0.35,1.3,0.1,,,-0.3582066543741898
Friedrichstrasse,2024-07-01,21,968.05,12.1,86.8,17.3,28.0,0.35,0.75,0.1,,,-0.47152653491105023
Friedrichstrasse,2024-07-01,22,968.5,12.1,90.85,17.1,16.0,0.25,0.45,0.0,,,-0.7795581345676819
Friedrichstrasse,2024-07-01,23,968.7,12.1,88.0,16.4,33.0,0.2,0.5,0.0,,,-0.7835704362125534
Friedrichstrasse,2024-07-02,0,968.85,12.1,84.5,15.7,21.0,0.35,0.65,0.1,,,-1.3565512620776203
Friedrichstrasse,2024-07-02,1,968.8,12.1,81.69,15.8,11.5,0.35,0.55,0.1,,,-1.2690108161255236
Friedrichstrasse,2024-07-02,2,968.65,12.1,80.65,15.7,11.5,0.35,0.65,0.1,,,-1.2241373625876402
Friedrichstrasse,2024-07-02,3,968.7,12.1,77.65,15.35,11.0,0.4,0.6,0.15,,,-1.2710323694572434
Friedrichstrasse,2024-07-02,4,968.4,12.1,77.0,14.9,18.0,0.6,0.9,0.3,,,-1.2578093552413525
Friedrichstrasse,2024-07-02,5,968.55,12.1,76.9,14.35,13.0,0.45,0.7,0.15,,,-1.2294105830353739
Friedrichstrasse,2024-07-02,6,968.85,12.1,80.0,14.35,18.0,0.2,0.55,0.0,,,-1.206046717646417
Friedrichstrasse,2024-07-02,7,968.9,12.1,74.39,14.9,68.0,0.3,0.6,0.0,,,-1.0923521211362068
Friedrichstrasse,2024-07-02,8,968.8,12.1,72.7,16.1,11.0,0.4,0.6,0.1,,,-0.07234162354460087
Friedrichstrasse,2024-07-02,9,968.8,12.1,67.2,16.8,312.0,0.9,2.3,0.1,,,0.6728455160253306
Friedrichstrasse,2024-07-02,10,968.6,12.14,62.4,17.45,150.0,0.9,2.55,0.2,,,-0.27903204256606134
Friedrichstrasse,2024-07-02,11,968.2,12.14,53.55,18.75,300.5,0.75,2.4,0.1,,,0.32086408428162844
Friedrichstrasse,2024-07-02,12,967.8,12.15,52.65,18.9,299.0,0.85,2.5,0.15,,,-0.15018579918959873
Friedrichstrasse,2024-07-02,13,967.3,12.15,51.5,19.8,344.0,0.9,3.4,0.1,,,-0.3161565141252827
Friedrichstrasse,2024-07-02,14,967.0,12.15,56.45,19.25,321.5,0.7,1.35,0.05,,,-0.37565103664084
Friedrichstrasse,2024-07-02,15,966.65,12.15,45.7,20.55,312.5,1.35,3.65,0.15,,,-0.07433874955908197
Friedrichstrasse,2024-07-02,16,966.45,12.15,46.1,20.6,324.5,1.4,3.35,0.15,,,0.16467437161146362
Friedrichstrasse,2024-07-02,17,966.3,12.15,49.5,19.7,311.5,1.4,4.45,0.1,,,-0.0415292497238704
Friedrichstrasse,2024-07-02,18,966.5,12.15,57.1,17.8,14.0,0.7,1.5,0.2,,,-1.5989616578043147
Friedrichstrasse,2024-07-02,19,967.0,12.19,80.2,15.4,17.0,0.2,0.7,0.0,,,-1.256291778927145
Friedrichstrasse,2024-07-02,20,967.05,12.62,88.4,14.55,331.0,0.5,1.8,0.05,,,-0.16384135639473818
Friedrichstrasse,2024-07-02,21,967.2,13.16,91.4,13.95,310.5,0.85,2.15,0.1,,,-0.6007235428971636
Friedrichstrasse,2024-07-02,22,967.05,13.38,92.74,13.9,313.0,0.85,2.2,0.15,,,-0.2845656703298394
Friedrichstrasse,2024-07-02,23,966.9,13.6,91.74,13.8,320.0,0.5,1.75,0.1,,,-0.35491902852985857
Friedrichstrasse,2024-07-03,0,966.5,13.6,90.29,13.85,318.5,0.8,2.15,0.1,,,-0.06847504694821625
Friedrichstrasse,2024-07-03,1,966.0,13.6,88.04,13.7,318.0,0.8,2.2,0.2,,,-0.28456567032984786
Friedrichstrasse,2024-07-03,2,965.6,13.6,87.44,13.5,309.0,1.05,2.25,0.1,,,-0.2929679372127721
Friedrichstrasse,2024-07-03,3,965.2,13.6,86.1,13.5,326.0,0.8,2.5,0.1,,,-0.021392682464766607
Friedrichstrasse,2024-07-03,4,965.0,13.6,94.74,13.05,305.5,0.65,1.7,0.1,,,-0.07826060058268641
Friedrichstrasse,2024-07-03,5,964.9,13.6,97.2,13.05,305.5,0.45,1.15,0.05,,,-0.292643363854871
Friedrichstrasse,2024-07-03,6,964.8,13.6,91.4,13.45,317.5,0.7,1.55,0.1,,,0.028368988909586154
Friedrichstrasse,2024-07-03,7,964.8,13.61,87.24,13.75,309.0,0.95,2.2,0.1,,,0.031112200580966046
Friedrichstrasse,2024-07-03,8,964.5,13.61,84.79,14.6,292.0,1.0,2.0,0.1,,,-0.5221530607489075
Friedrichstrasse,2024-07-03,9,964.5,13.61,81.1,15.15,175.5,0.65,1.75,0.05,,,-0.4709587480948366
Friedrichstrasse,2024-07-03,10,964.2,13.61,77.8,15.8,332.5,0.7,2.05,0.1,,,-1.2019340420294604
Friedrichstrasse,2024-07-03,11,963.6,13.63,68.74,17.25,335.0,0.85,2.85,0.15,,,0.2478684825247718
Friedrichstrasse,2024-07-03,12,963.0,13.63,65.19,17.8,181.0,0.7,1.45,0.05,,,-0.38266592452741305
Friedrichstrasse,2024-07-03,13,962.4,13.63,60.45,18.7,306.5,1.05,2.55,0.2,,,-0.22969064797023336
Friedrichstrasse,2024-07-03,14,961.8,13.63,59.65,18.95,301.5,1.65,3.95,0.25,,,-0.647905804468658
Friedrichstrasse,2024-07-03,15,962.1,13.63,65.6,18.3,330.0,0.6,2.1,0.1,,,0.12700012700019236
Friedrichstrasse,2024-07-03,16,962.55,14.54,91.09,15.0,22.5,0.45,0.9,0.1,,,-1.3737373823897692
Friedrichstrasse,2024-07-03,17,962.5,14.81,89.7,15.1,334.0,0.5,2.0,0.1,,,-0.6713361380098049
Friedrichstrasse,2024-07-03,18,962.7,14.84,87.9,15.15,310.0,1.0,2.65,0.1,,,-0.6477723978722396
Friedrichstrasse,2024-07-03,19,963.4,16.32,93.95,12.8,26.0,0.2,0.65,0.05,,,-1.1486467574990542
Friedrichstrasse,2024-07-03,20,963.95,18.74,98.15,12.8,291.0,0.4,0.85,0.1,,,-0.7529046535760637
Friedrichstrasse,2024-07-03,21,964.7,20.41,98.44,12.45,82.0,0.3,0.55,0.0,,,-0.9624530063715757
Friedrichstrasse,2024-07-03,22,965.4,21.57,97.29,12.2,49.5,0.3,0.8,0.05,,,-1.0519256718264944
Friedrichstrasse,2024-07-03,23,965.4,21.73,99.0,12.15,23.0,0.2,0.35,0.05,,,-0.7035400701642593
Friedrichstrasse,2024-07-04,0,965.2,21.73,99.0,12.3,67.0,0.2,0.4,0.1,,,-0.6415975963500519
Friedrichstrasse,2024-07-04,1,964.8,21.73,99.1,12.3,70.5,0.2,0.4,0.0,,,-0.742090313113303
Friedrichstrasse,2024-07-04,2,964.75,21.73,99.4,12.5,72.5,0.25,0.55,0.1,,,-0.5405991882174108
Friedrichstrasse,2024-07-04,3,964.7,21.73,99.05,12.4,27.5,0.2,0.35,0.1,,,-0.7689290509335229
Friedrichstrasse,2024-07-04,4,964.3,21.73,98.29,12.4,67.5,0.2,0.35,0.05,,,-0.9277870842434717
Friedrichstrasse,2024-07-04,5,964.35,21.73,98.44,12.5,84.0,0.2,0.4,0.05,,,-0.8840558596251793
Friedrichstrasse,2024-07-04,6,964.3,21.73,97.6,12.6,87.0,0.2,0.4,0.0,,,-1.09716080440053
Friedrichstrasse,2024-07-04,7,964.5,21.73,89.1,13.6,344.0,0.2,0.4,0.0,,,-1.0122480703895893
Friedrichstrasse,2024-07-04,8,964.7,21.73,87.7,14.25,99.5,0.2,0.4,0.0,,,-1.2867156302941118
Friedrichstrasse,2024-07-04,9,964.6,21.73,75.1,16.05,305.5,0.5,1.1,0.05,,,-0.8205422994648505
Friedrichstrasse,2024-07-04,10,964.5,21.73,66.0,17.9,336.0,0.95,3.25,0.15,,,-0.8711085018957591
Friedrichstrasse,2024-07-04,11,964.2,21.73,57.9,19.6,313.5,0.95,2.65,0.15,,,0.05873743075822401
Friedrichstrasse,2024-07-04,12,963.9,21.73,57.65,19.95,312.0,1.55,3.55,0.2,,,-0.7384840213498371
Friedrichstrasse,2024-07-04,13,964.1,21.73,62.0,19.5,310.0,1.3,3.9,0.1,,,-1.0442277468847498
Friedrichstrasse,2024-07-04,14,964.0,22.18,68.0,19.6,329.0,1.3,4.8,0.1,,,-1.1193652147400421
Friedrichstrasse,2024-07-04,15,963.7,22.18,56.2,21.2,305.0,2.8,5.8,0.2,,,-0.29560921996961276
Friedrichstrasse,2024-07-04,16,963.7,22.18,52.5,22.2,320.0,1.3,4.3,0.15,,,-0.008015661872911754
Friedrichstrasse,2024-07-04,17,963.75,22.18,52.8,21.55,329.5,1.0,3.25,0.1,,,-0.33982914142257103
Friedrichstrasse,2024-07-04,18,963.8,22.18,50.2,21.55,346.5,1.1,3.1,0.15,,,-0.46202848357509346
Friedrichstrasse,2024-07-04,19,964.15,22.18,52.9,21.45,320.0,1.05,3.2,0.1,,,-0.1855628676004752
Friedrichstrasse,2024-07-04,20,965.1,22.18,60.2,20.2,165.0,0.9,2.75,0.15,,,-1.030981081415072
Friedrichstrasse,2024-07-04,21,965.45,22.18,60.95,19.2,305.5,1.5,4.25,0.25,,,-0.17778975055469873
Friedrichstrasse,2024-07-04,22,966.45,22.19,66.64,18.45,317.5,0.95,2.25,0.1,,,-0.22964260008017642
Friedrichstrasse,2024-07-04,23,966.7,22.19,69.94,18.0,318.0,0.45,1.15,0.1,,,-0.1759680496017427
Friedrichstrasse,2024-07-05,0,966.8,22.19,72.74,17.7,320.0,0.35,0.75,0.1,,,0.26710787317504
Friedrichstrasse,2024-07-05,1,966.85,22.19,80.24,16.4,62.5,0.25,0.55,0.0,,,-0.41613720373779794
Friedrichstrasse,2024-07-05,2,966.85,22.19,80.5,16.55,72.5,0.25,0.6,0.1,,,-0.5624184865299269
Friedrichstrasse,2024-07-05,3,966.95,22.19,83.7,16.4,9.0,0.2,0.4,0.0,,,-0.7813234188193183
Friedrichstrasse,2024-07-05,4,967.0,22.19,77.95,17.15,301.0,0.8,1.9,0.1,,,0.382004417333193
Friedrichstrasse,2024-07-05,5,967.2,22.19,78.19,16.9,27.5,0.35,0.7,0.05,,,-0.15075567228888195
Friedrichstrasse,2024-07-05,6,967.55,22.19,76.1,16.8,328.0,0.7,1.55,0.1,,,0.25064020591379743
Friedrichstrasse,2024-07-05,7,967.8,22.19,71.15,17.85,301.5,0.6,1.95,0.1,,,-0.2522810145169301
Friedrichstrasse,2024-07-05,8,968.1,22.24,65.4,18.95,311.5,0.65,2.0,0.1,,,0.2680281337094488
Friedrichstrasse,2024-07-05,9,967.9,22.24,61.4,19.7,338.0,0.6,1.6,0.1,,,0.30962193840578106
Friedrichstrasse,2024-07-05,10,967.5,22.24,56.95,20.55,30.0,0.65,1.85,0.1,,,0.1737803294469104
Friedrichstrasse,2024-07-05,11,966.9,22.24,53.1,21.5,2.0,0.6,1.4,0.1,,,0.06975842149713495
Friedrichstrasse,2024-07-05,12,966.6,22.24,49.15,22.55,292.5,0.6,2.25,0.1,,,0.45641500534538965
Friedrichstrasse,2024-07-05,13,966.2,22.24,47.9,23.7,339.0,0.8,2.6,0.2,,,1.0123472086103045
Friedrichstrasse,2024-07-05,14,965.55,22.24,48.4,23.95,240.0,0.5,1.25,0.1,,,0.7531665516824854
Friedrichstrasse,2024-07-05,15,965.25,22.24,44.75,24.85,308.0,0.6,1.4,0.1,,,0.9940453812120037
Friedrichstrasse,2024-07-05,16,964.9,22.24,45.45,24.8,191.0,0.45,0.9,0.1,,,0.6925831910612033
Friedrichstrasse,2024-07-05,17,964.3,22.24,44.0,24.6,13.0,0.5,0.85,0.15,,,0.6342367870380909
Friedrichstrasse,2024-07-05,18,964.1,22.24,48.6,24.3,295.0,0.6,1.3,0.1,,,0.7954902050255969
Friedrichstrasse,2024-07-05,19,963.85,22.24,49.95,23.4,96.0,0.55,0.95,0.1,,,0.4676136451193224
Friedrichstrasse,2024-07-05,20,963.75,22.24,50.9,22.75,113.5,0.35,1.0,0.05,,,0.39582794777985586
Friedrichstrasse,2024-07-05,21,963.4,22.24,61.2,21.8,131.0,0.3,0.9,0.0,,,0.22865283815279397
Friedrichstrasse,2024-07-05,22,963.3,22.24,69.85,20.5,22.0,0.2,0.3,0.1,,,0.10947818118220379
Friedrichstrasse,2024-07-05,23,962.8,22.24,74.74,19.35,69.0,0.2,0.5,0.05,,,0.17803080170458088
Friedrichstrasse,2024-07-06,0,962.35,22.24,77.04,18.5,27.0,0.15,0.35,0.0,,,0.2526815665312629
Friedrichstrasse,2024-07-06,1,961.75,22.24,81.24,17.65,195.0,0.2,0.45,0.1,,,-0.17298382688978112
Friedrichstrasse,2024-07-06,2,961.55,22.24,83.09,17.15,68.0,0.25,0.35,0.1,,,-0.2300655576751461
Friedrichstrasse,2024-07-06,3,961.3,22.24,89.15,16.5,41.5,0.2,0.4,0.1,,,-0.39662419786897385
Friedrichstrasse,2024-07-06,4,961.25,22.24,89.4,16.05,5.0,0.2,0.4,0.1,,,-0.27541092442203113
Friedrichstrasse,2024-07-06,5,961.3,22.24,91.44,15.7,186.0,0.2,0.35,0.05,,,-0.27156049400147153
Friedrichstrasse,2024-07-06,6,960.95,22.24,89.24,16.1,102.5,0.3,0.65,0.05,,,-0.7630583624573763
Friedrichstrasse,2024-07-06,7,960.8,22.24,80.39,17.75,247.0,0.2,0.45,0.05,,,1.095954489595275
Friedrichstrasse,2024-07-06,8,960.45,22.24,72.44,19.55,63.5,0.25,0.65,0.05,,,1.0229847506078575
Friedrichstrasse,2024-07-06,9,960.2,22.24,69.44,21.25,284.5,0.3,0.95,0.05,,,1.4631527566964675
Friedrichstrasse,2024-07-06,10,959.85,22.24,64.0,22.75,258.0,0.7,1.4,0.1,,,1.1189577732302438
Friedrichstrasse,2024-07-06,11,959.25,22.24,59.8,24.8,174.0,0.55,0.95,0.1,,,0.9530583724043724
Friedrichstrasse,2024-07-06,12,959.15,22.24,54.2,26.2,314.5,0.85,2.15,0.1,,,0.8318588241358756
Friedrichstrasse,2024-07-06,13,959.6,22.24,52.8,25.35,332.5,1.3,4.65,0.2,,,-0.9388345202485208
Friedrichstrasse,2024-07-06,14,959.95,22.24,56.05,23.85,314.0,1.25,3.75,0.2,,,0.09469526063661074
Friedrichstrasse,2024-07-06,15,960.95,22.28,69.15,21.55,311.0,1.1,2.9,0.15,,,0.0
Friedrichstrasse,2024-07-06,16,961.4,22.36,85.0,19.4,108.0,0.3,0.9,0.0,,,-1.6124792604883025
Friedrichstrasse,2024-07-06,17,960.95,22.47,86.24,19.4,44.0,0.25,0.7,0.05,,,-0.14349108415500614
Friedrichstrasse,2024-07-06,18,961.05,22.64,89.14,19.15,228.0,0.35,0.75,0.1,,,-0.6733347261628969
Friedrichstrasse,2024-07-06,19,962.3,23.22,92.1,18.6,318.0,0.8,2.3,0.1,,,-0.2971296308200771
Friedrichstrasse,2024-07-06,20,962.9,27.5,94.24,16.8,302.5,1.15,2.45,0.1,,,-0.6468015898796714
Friedrichstrasse,2024-07-06,21,963.25,28.78,91.8,16.4,330.0,0.75,2.85,0.1,,,-0.6542121425868593
Friedrichstrasse,2024-07-06,22,963.95,28.89,93.6,16.1,326.5,0.45,1.4,0.05,,,-0.7610911908894566
Friedrichstrasse,2024-07-06,23,965.0,28.89,95.64,16.05,331.0,0.3,0.8,0.1,,,-0.6551856932831631
Friedrichstrasse,2024-07-07,0,965.2,29.35,94.7,15.8,322.0,0.5,1.1,0.1,,,-0.5968190842849024
Friedrichstrasse,2024-07-07,1,965.4,29.6,93.94,15.75,320.5,0.35,0.95,0.1,,,-0.4315747267685749
Friedrichstrasse,2024-07-07,2,965.3,29.75,94.7,15.15,36.5,0.2,0.45,0.0,,,-1.051768152356514
Friedrichstrasse,2024-07-07,3,965.4,29.75,94.89,15.2,40.0,0.3,0.5,0.1,,,-0.7874577448784598
Friedrichstrasse,2024-07-07,4,966.2,29.81,95.45,13.85,262.5,0.1,0.35,0.0,,,-0.24246360257741947
Friedrichstrasse,2024-07-07,5,966.2,29.81,96.2,13.65,349.5,0.3,0.5,0.05,,,-0.6808313690887824
Friedrichstrasse,2024-07-07,6,966.2,29.81,94.5,13.5,15.0,0.2,0.5,0.0,,,-0.9913628485616929
Friedrichstrasse,2024-07-07,7,966.8,29.81,94.1,13.6,109.5,0.2,0.35,0.05,,,-0.7824865716107335
Friedrichstrasse,2024-07-07,8,967.45,30.38,92.9,13.25,52.5,0.4,0.85,0.05,,,-0.6900350787416448
Friedrichstrasse,2024-07-07,9,967.75,30.46,90.55,13.05,121.0,0.4,1.05,0.0,,,-1.0932037105503052
Friedrichstrasse,2024-07-07,10,967.8,30.48,88.1,13.6,121.0,0.7,1.5,0.0,,,-1.0095031963870065
Friedrichstrasse,2024-07-07,11,967.85,30.68,87.55,14.05,106.0,0.65,1.5,0.1,,,-1.014980669034592
Friedrichstrasse,2024-07-07,12,967.9,30.68,80.89,15.1,53.0,0.7,1.4,0.1,,,-0.48926490511537263
Friedrichstrasse,2024-07-07,13,967.75,30.68,75.5,16.15,176.5,0.65,1.7,0.05,,,0.1039495116983098
Friedrichstrasse,2024-07-07,14,967.65,30.68,70.85,17.5,344.0,0.75,1.8,0.1,,,0.9371004360577447
Friedrichstrasse,2024-07-07,15,967.15,30.68,66.8,18.05,198.5,0.8,2.35,0.1,,,0.41162412024299927
Friedrichstrasse,2024-07-07,16,967.1,30.68,67.24,18.3,169.0,0.35,1.0,0.1,,,-0.10074692218561382
Friedrichstrasse,2024-07-07,17,967.0,30.68,64.15,18.7,255.0,0.5,1.25,0.1,,,-0.2330672517915253
Friedrichstrasse,2024-07-07,18,967.05,30.68,63.45,18.75,56.5,0.5,1.25,0.1,,,-0.22360029310879376
Friedrichstrasse,2024-07-07,19,967.1,30.68,65.6,18.6,94.0,0.4,1.4,0.1,,,-0.21050197595500703
Friedrichstrasse,2024-07-07,20,967.2,30.68,69.44,18.2,81.0,0.3,0.7,0.1,,,-0.6533593833679939
Friedrichstrasse,2024-07-07,21,967.7,30.68,72.6,17.9,115.0,0.3,0.5,0.0,,,-0.3493393643822803
Friedrichstrasse,2024-07-07,22,968.2,30.68,77.39,17.2,77.0,0.2,0.5,0.1,,,-0.10197589945349797
Friedrichstrasse,2024-07-07,23,968.15,30.68,85.05,16.25,56.5,0.2,0.35,0.05,,,-0.4550415915398411
Friedrichstrasse,2024-07-08,0,968.3,30.68,88.9,15.4,47.5,0.1,0.4,0.0,,,-0.5615482365995028
Friedrichstrasse,2024-07-08,1,968.5,30.68,93.1,15.2,319.0,0.2,0.3,0.0,,,-0.7910406662375002
Friedrichstrasse,2024-07-08,2,968.65,30.68,92.6,15.4,23.5,0.2,0.35,0.1,,,-0.8006576073752162
Friedrichstrasse,2024-07-08,3,968.6,30.68,92.74,15.4,345.5,0.15,0.3,0.0,,,-0.46248686135534295
Friedrichstrasse,2024-07-08,4,968.75,30.68,93.3,15.05,51.5,0.2,0.35,0.05,,,-0.6410958461089393
Friedrichstrasse,2024-07-08,5,968.9,30.68,93.95,14.55,64.5,0.15,0.3,0.0,,,-0.3156543697771655
Friedrichstrasse,2024-07-08,6,969.2,30.68,96.5,14.05,31.5,0.2,0.3,0.05,,,-0.6883139838773299
Friedrichstrasse,2024-07-08,7,969.45,30.68,92.15,15.45,16.0,0.3,0.65,0.05,,,-0.5021767625772856
Friedrichstrasse,2024-07-08,8,969.6,30.68,85.0,16.7,258.0,0.4,0.9,0.1,,,-0.6159185080770726
Friedrichstrasse,2024-07-08,9,969.55,30.68,71.09,19.1,162.0,0.55,1.5,0.05,,,0.7557741759346098
Friedrichstrasse,2024-07-08,10,969.5,30.68,67.0,20.5,332.0,0.6,1.8,0.1,,,1.0561165401852528
Friedrichstrasse,2024-07-08,11,969.45,30.68,62.45,21.75,267.5,0.7,1.65,0.1,,,1.3061044528390742
Friedrichstrasse,2024-07-08,12,969.2,30.68,61.2,22.5,298.0,0.8,1.9,0.1,,,0.975016868949885
Friedrichstrasse,2024-07-08,13,968.9,30.68,53.7,24.2,163.0,0.7,2.2,0.1,,,0.9656345520134328
Friedrichstrasse,2024-07-08,14,968.6,30.68,49.7,25.1,248.5,0.7,1.85,0.1,,,0.8434213972062395
Friedrichstrasse,2024-07-08,15,968.3,30.68,49.55,25.8,294.0,0.9,1.95,0.1,,,0.6382148460287004
Friedrichstrasse,2024-07-08,16,967.85,30.68,43.65,25.85,78.5,0.55,2.25,0.1,,,0.1700662093458917
Friedrichstrasse,2024-07-08,17,967.8,30.68,40.5,26.1,86.0,0.3,0.8,0.0,,,0.0338305877944876
Friedrichstrasse,2024-07-08,18,967.5,30.68,40.9,26.1,168.0,0.4,1.6,0.1,,,0.02792229124583385
Friedrichstrasse,2024-07-08,19,967.7,30.73,43.3,25.9,159.5,0.75,1.65,0.1,,,0.45969984327428415
Friedrichstrasse,2024-07-08,20,968.0,30.73,49.5,24.85,19.0,0.2,0.3,0.1,,,0.1557760008304237
Friedrichstrasse,2024-07-08,21,968.3,30.73,61.0,22.6,33.0,0.2,0.4,0.1,,,-0.4476986490434625
Friedrichstrasse,2024-07-08,22,968.8,30.73,70.69,21.2,62.5,0.1,0.35,0.0,,,-0.08817454046881902
Friedrichstrasse,2024-07-08,23,969.05,30.73,71.85,19.95,72.0,0.2,0.45,0.1,,,-0.15341944349375097
Friedrichstrasse,2024-07-09,0,969.3,30.73,80.79,19.3,343.0,0.2,0.4,0.1,,,0.030694347720651695
Friedrichstrasse,2024-07-09,1,969.5,30.73,83.5,18.15,75.5,0.15,0.35,0.0,,,-0.2027095223897386
Friedrichstrasse,2024-07-09,2,969.4,30.73,87.54,17.55,13.5,0.1,0.3,0.0,,,-0.2614681460481343
Friedrichstrasse,2024-07-09,3,969.2,30.73,90.8,16.9,187.0,0.2,0.3,0.1,,,-0.36579000215536306
Friedrichstrasse,2024-07-09,4,969.15,30.73,93.54,16.4,34.5,0.1,0.25,0.05,,,-0.2936195021250365
Friedrichstrasse,2024-07-09,5,969.0,30.73,94.15,15.9,33.5,0.15,0.35,0.05,,,-0.38330707811358644
Friedrichstrasse,2024-07-09,6,968.9,30.73,95.79,16.2,13.0,0.2,0.4,0.0,,,-0.3412136529882786
Friedrichstrasse,2024-07-09,7,969.0,30.73,86.5,18.05,185.0,0.35,0.7,0.05,,,-0.37928902587922325
Friedrichstrasse,2024-07-09,8,969.1,30.73,76.65,20.4,315.0,0.45,1.3,0.1,,,0.7198636790731452
Friedrichstrasse,2024-07-09,9,968.95,30.73,68.15,22.75,197.5,0.8,1.6,0.1,,,1.282852518994074
Friedrichstrasse,2024-07-09,10,968.9,30.73,66.0,23.8,287.5,0.75,1.75,0.1,,,1.2823715267787401
Friedrichstrasse,2024-07-09,11,968.6,30.73,62.55,25.3,263.5,0.6,1.6,0.15,,,1.1924902284180507
Friedrichstrasse,2024-07-09,12,968.25,30.73,59.4,26.6,146.5,0.55,1.35,0.1,,,1.018899918430119
Friedrichstrasse,2024-07-09,13,967.8,30.73,50.2,28.5,279.0,0.6,2.0,0.1,,,1.3345880426667391
Friedrichstrasse,2024-07-09,14,967.35,30.73,48.05,29.5,222.0,0.4,1.0,0.05,,,0.8406882298866977
Friedrichstrasse,2024-07-09,15,967.0,30.73,38.5,30.1,176.0,0.7,1.6,0.1,,,0.380575409810529
Friedrichstrasse,2024-07-09,16,966.6,30.73,27.9,30.9,297.0,0.6,1.5,0.1,,,0.4401007964878858
