Jahr,Extremniederschlagstage_Anzahl,Frosttage_Anzahl,Heisse_Tage_Anzahl,Hitzewellentage_Anzahl,Tropennaechte_Anzahl,Modell,Statistik
2001,8.533333333333333,63.96666666666667,3.3,0.7666666666666667,6.066666666666666,Szenario RCP 8.5,Durchschnitt
2002,8.6,64.03333333333333,3.3333333333333335,0.7666666666666667,6.066666666666666,Szenario RCP 8.5,Durchschnitt
2003,8.533333333333333,64.03333333333333,3.2666666666666666,0.7666666666666667,6.066666666666666,Szenario RCP 8.5,Durchschnitt
2004,8.766666666666667,63.06666666666667,3.3666666666666667,0.8666666666666667,5.966666666666667,Szenario RCP 8.5,Durchschnitt
2005,8.9,62.96666666666667,3.466666666666667,0.8666666666666667,6.066666666666666,Szenario RCP 8.5,Durchschnitt
2006,8.966666666666667,62.833333333333336,3.5,0.8666666666666667,5.966666666666667,Szenario RCP 8.5,Durchschnitt
2007,9.3,63.766666666666666,3.566666666666667,0.8666666666666667,5.933333333333334,Szenario RCP 8.5,Durchschnitt
2008,9.4,63.766666666666666,3.6333333333333333,0.8666666666666667,6.2,Szenario RCP 8.5,Durchschnitt
2009,9.466666666666667,63.4,3.7333333333333334,0.8666666666666667,6.366666666666666,Szenario RCP 8.5,Durchschnitt
2010,9.366666666666667,64.5,3.7333333333333334,0.8666666666666667,6.4,Szenario RCP 8.5,Durchschnitt
2011,9.433333333333334,64.1,3.7333333333333334,0.8666666666666667,6.466666666666667,Szenario RCP 8.5,Durchschnitt
2012,9.366666666666667,62.86666666666667,3.7333333333333334,0.8666666666666667,6.366666666666666,Szenario RCP 8.5,Durchschnitt
2013,9.333333333333334,62.0,3.8,0.8666666666666667,6.6,Szenario RCP 8.5,Durchschnitt
2014,9.166666666666666,61.6,3.7,0.8666666666666667,6.366666666666666,Szenario RCP 8.5,Durchschnitt
2015,9.2,61.06666666666667,3.7,0.7666666666666667,6.233333333333333,Szenario RCP 8.5,Durchschnitt
2016,9.233333333333333,61.1,3.3333333333333335,0.6333333333333333,6.033333333333333,Szenario RCP 8.5,Durchschnitt
2017,9.166666666666666,61.7,3.8666666666666667,0.7666666666666667,6.866666666666666,Szenario RCP 8.5,Durchschnitt
2018,9.1,61.6,4.466666666666667,0.9666666666666667,7.3,Szenario RCP 8.5,Durchschnitt
2019,9.1,62.166666666666664,4.5,0.9666666666666667,7.433333333333334,Szenario RCP 8.5,Durchschnitt
2020,9.066666666666666,61.46666666666667,4.866666666666666,1.1333333333333333,8.033333333333333,Szenario RCP 8.5,Durchschnitt
2021,8.966666666666667,60.0,4.966666666666667,1.2333333333333334,8.466666666666667,Szenario RCP 8.5,Durchschnitt
2022,8.833333333333334,59.5,5.0,1.2333333333333334,8.6,Szenario RCP 8.5,Durchschnitt
2023,8.933333333333334,59.36666666666667,5.0,1.2333333333333334,8.833333333333334,Szenario RCP 8.5,Durchschnitt
2024,8.9,59.4,5.4,1.2333333333333334,9.0,Szenario RCP 8.5,Durchschnitt
2025,9.166666666666666,58.93333333333333,4.966666666666667,0.9,8.633333333333333,Szenario RCP 8.5,Durchschnitt
2026,8.966666666666667,59.166666666666664,4.9,0.9,8.633333333333333,Szenario RCP 8.5,Durchschnitt
2027,9.2,58.43333333333333,4.8,0.9,8.8,Szenario RCP 8.5,Durchschnitt
2028,9.3,58.7,4.933333333333334,0.9666666666666667,8.9,Szenario RCP 8.5,Durchschnitt
2029,9.633333333333333,57.3,5.1,0.9666666666666667,9.533333333333333,Szenario RCP 8.5,Durchschnitt
2030,9.433333333333334,56.4,5.133333333333334,0.9666666666666667,10.1,Szenario RCP 8.5,Durchschnitt
2031,9.5,57.56666666666667,5.3,0.9666666666666667,10.066666666666666,Szenario RCP 8.5,Durchschnitt
2032,9.6,57.8,5.2,0.9666666666666667,9.933333333333334,Szenario RCP 8.5,Durchschnitt
2033,9.566666666666666,57.93333333333333,5.233333333333333,0.9666666666666667,10.033333333333333,Szenario RCP 8.5,Durchschnitt
2034,9.366666666666667,58.233333333333334,5.2,0.8666666666666667,10.133333333333333,Szenario RCP 8.5,Durchschnitt
2035,9.433333333333334,58.93333333333333,5.266666666666667,0.8666666666666667,10.266666666666667,Szenario RCP 8.5,Durchschnitt
2036,9.433333333333334,58.43333333333333,5.333333333333333,0.8666666666666667,10.766666666666667,Szenario RCP 8.5,Durchschnitt
2037,9.466666666666667,56.6,5.4,0.8666666666666667,11.0,Szenario RCP 8.5,Durchschnitt
2038,9.433333333333334,56.3,5.466666666666667,0.8666666666666667,10.966666666666667,Szenario RCP 8.5,Durchschnitt
2039,9.3,55.63333333333333,6.166666666666667,1.1333333333333333,11.833333333333334,Szenario RCP 8.5,Durchschnitt
2040,9.6,54.0,6.8,1.3333333333333333,12.733333333333333,Szenario RCP 8.5,Durchschnitt
2041,9.866666666666667,53.13333333333333,7.166666666666667,1.5333333333333334,13.633333333333333,Szenario RCP 8.5,Durchschnitt
2042,9.966666666666667,53.36666666666667,7.833333333333333,2.0,14.433333333333334,Szenario RCP 8.5,Durchschnitt
2043,10.033333333333333,53.233333333333334,8.066666666666666,2.0,14.766666666666667,Szenario RCP 8.5,Durchschnitt
2044,10.0,53.43333333333333,8.166666666666666,2.0,14.866666666666667,Szenario RCP 8.5,Durchschnitt
2045,10.033333333333333,53.06666666666667,8.366666666666667,2.1,15.633333333333333,Szenario RCP 8.5,Durchschnitt
2046,10.266666666666667,52.333333333333336,8.433333333333334,2.2,15.966666666666667,Szenario RCP 8.5,Durchschnitt
2047,10.466666666666667,50.333333333333336,8.066666666666666,2.066666666666667,15.566666666666666,Szenario RCP 8.5,Durchschnitt
2048,10.733333333333333,49.9,7.533333333333333,1.8666666666666667,15.2,Szenario RCP 8.5,Durchschnitt
2049,10.866666666666667,49.6,8.266666666666667,2.3,16.3,Szenario RCP 8.5,Durchschnitt
2050,10.9,49.56666666666667,8.033333333333333,2.1333333333333333,16.066666666666666,Szenario RCP 8.5,Durchschnitt
2051,11.2,49.96666666666667,8.1,2.2666666666666666,16.233333333333334,Szenario RCP 8.5,Durchschnitt
2052,11.533333333333333,50.7,8.333333333333334,2.2666666666666666,16.6,Szenario RCP 8.5,Durchschnitt
2053,11.2,49.53333333333333,8.333333333333334,2.2666666666666666,16.466666666666665,Szenario RCP 8.5,Durchschnitt
2054,11.366666666666667,49.6,7.866666666666666,2.2666666666666666,16.433333333333334,Szenario RCP 8.5,Durchschnitt
2055,11.166666666666666,48.9,8.066666666666666,2.2666666666666666,16.6,Szenario RCP 8.5,Durchschnitt
2056,11.433333333333334,47.4,8.166666666666666,2.2666666666666666,17.0,Szenario RCP 8.5,Durchschnitt
2057,11.466666666666667,47.36666666666667,8.833333333333334,2.466666666666667,17.8,Szenario RCP 8.5,Durchschnitt
2058,11.5,45.9,9.133333333333333,2.8,18.566666666666666,Szenario RCP 8.5,Durchschnitt
2059,11.366666666666667,45.8,9.766666666666667,2.9,19.0,Szenario RCP 8.5,Durchschnitt
2060,11.7,45.13333333333333,9.6,2.8,18.466666666666665,Szenario RCP 8.5,Durchschnitt
2061,11.7,44.13333333333333,10.0,3.1,19.1,Szenario RCP 8.5,Durchschnitt
2062,11.7,43.1,10.4,3.3333333333333335,20.1,Szenario RCP 8.5,Durchschnitt
2063,11.833333333333334,41.56666666666667,10.666666666666666,3.533333333333333,20.666666666666668,Szenario RCP 8.5,Durchschnitt
2064,12.1,40.86666666666667,10.733333333333333,3.533333333333333,21.1,Szenario RCP 8.5,Durchschnitt
2065,11.933333333333334,39.63333333333333,11.2,3.8333333333333335,21.566666666666666,Szenario RCP 8.5,Durchschnitt
2066,12.033333333333333,39.2,11.7,4.233333333333333,21.933333333333334,Szenario RCP 8.5,Durchschnitt
2067,11.7,39.166666666666664,11.9,4.233333333333333,22.366666666666667,Szenario RCP 8.5,Durchschnitt
2068,11.633333333333333,38.166666666666664,13.233333333333333,5.2,23.733333333333334,Szenario RCP 8.5,Durchschnitt
2069,11.766666666666667,37.3,13.433333333333334,5.6,23.833333333333332,Szenario RCP 8.5,Durchschnitt
2070,11.7,36.9,13.366666666666667,5.666666666666667,23.666666666666668,Szenario RCP 8.5,Durchschnitt
2071,11.366666666666667,36.53333333333333,14.066666666666666,6.1,24.166666666666668,Szenario RCP 8.5,Durchschnitt
2072,11.2,36.266666666666666,14.866666666666667,6.066666666666666,24.8,Szenario RCP 8.5,Durchschnitt
2073,11.2,35.8,15.2,6.066666666666666,25.066666666666666,Szenario RCP 8.5,Durchschnitt
2074,11.166666666666666,35.233333333333334,15.766666666666667,6.266666666666667,26.066666666666666,Szenario RCP 8.5,Durchschnitt
2075,11.2,34.63333333333333,15.933333333333334,6.166666666666667,25.833333333333332,Szenario RCP 8.5,Durchschnitt
2076,11.133333333333333,35.36666666666667,17.3,7.1,27.266666666666666,Szenario RCP 8.5,Durchschnitt
