,hour,name,temperature,mean_temperature,temperature_deviation
103,9,Herose-Park,15.9,16.613738344988345,-0.7137383449883448
104,9,Hörnle,16.52916666666667,16.613738344988345,-0.08457167832167656
105,9,Mainaustrasse,16.764423076923077,16.613738344988345,0.15068473193473153
106,9,Marktstätte,16.985256410256408,16.613738344988345,0.37151806526806297
107,9,Riedstrasse,17.172596153846154,16.613738344988345,0.5588578088578089
108,9,Stadtgarten,16.110576923076923,16.613738344988345,-0.5031614219114218
109,9,Stephansplatz,16.51955128205128,16.613738344988345,-0.09418706293706336
110,10,Bodanplatz,17.69775641025641,17.498856351981352,0.19890005827505775
111,10,Döbele,17.501121794871796,17.498856351981352,0.002265442890443836
112,10,Friedrichstrasse,17.877564102564104,17.498856351981352,0.37870775058275186
113,10,Fähre Staad,17.149358974358975,17.498856351981352,-0.3494973776223773
114,10,Herose-Park,16.62419871794872,17.498856351981352,-0.8746576340326335
115,10,Hörnle,17.300320512820512,17.498856351981352,-0.19853583916084006
116,10,Mainaustrasse,17.743910256410256,17.498856351981352,0.24505390442890373
117,10,Marktstätte,17.82147435897436,17.498856351981352,0.32261800699300736
118,10,Riedstrasse,18.36658653846154,17.498856351981352,0.8677301864801876
119,10,Stadtgarten,16.765384615384615,17.498856351981352,-0.7334717365967371
120,10,Stephansplatz,17.639743589743592,17.498856351981352,0.14088723776223944
121,11,Bodanplatz,18.539102564102564,18.388553807303808,0.1505487567987558
122,11,Döbele,18.49337606837607,18.388553807303808,0.10482226107226111
123,11,Friedrichstrasse,18.852243589743587,18.388553807303808,0.4636897824397792
124,11,Fähre Staad,17.863141025641028,18.388553807303808,-0.52541278166278
125,11,Herose-Park,17.358226495726495,18.388553807303808,-1.030327311577313
126,11,Hörnle,18.242948717948718,18.388553807303808,-0.1456050893550902
127,11,Mainaustrasse,18.66153846153846,18.388553807303808,0.27298465423465146
128,11,Marktstätte,18.635576923076922,18.388553807303808,0.2470231157731142
129,11,Riedstrasse,19.344070512820515,18.388553807303808,0.9555167055167075
130,11,Stadtgarten,17.52852564102564,18.388553807303808,-0.8600281662781661
131,11,Stephansplatz,18.75534188034188,18.388553807303808,0.36678807303807304
132,12,Bodanplatz,19.42724358974359,19.290743978243977,0.13649961149961243
133,12,Döbele,19.51655982905983,19.290743978243977,0.22581585081585231
134,12,Friedrichstrasse,19.804166666666667,19.290743978243977,0.5134226884226898
135,12,Fähre Staad,18.62724358974359,19.290743978243977,-0.6635003885003883
136,12,Herose-Park,18.150106837606838,19.290743978243977,-1.1406371406371392
137,12,Hörnle,19.057371794871795,19.290743978243977,-0.23337218337218246
138,12,Mainaustrasse,19.617628205128206,19.290743978243977,0.32688422688422847
139,12,Marktstätte,19.564423076923077,19.290743978243977,0.2736790986791
140,12,Riedstrasse,20.2375,19.290743978243977,0.9467560217560234
141,12,Stadtgarten,18.45801282051282,19.290743978243977,-0.8327311577311569
142,12,Stephansplatz,19.737927350427352,19.290743978243977,0.44718337218337467
143,13,Bodanplatz,20.237179487179485,20.132837995337994,0.10434149184149177
144,13,Döbele,20.357692307692307,20.132837995337994,0.22485431235431363
145,13,Friedrichstrasse,20.676602564102566,20.132837995337994,0.5437645687645727
146,13,Fähre Staad,19.463141025641026,20.132837995337994,-0.6696969696969681
147,13,Herose-Park,19.065064102564104,20.132837995337994,-1.0677738927738893
148,13,Hörnle,19.96570512820513,20.132837995337994,-0.1671328671328638
149,13,Mainaustrasse,20.484615384615385,20.132837995337994,0.351777389277391
150,13,Marktstätte,20.392307692307693,20.132837995337994,0.259469696969699
151,13,Riedstrasse,21.059615384615388,20.132837995337994,0.9267773892773938
152,13,Stadtgarten,19.159935897435897,20.132837995337994,-0.9729020979020966
153,13,Stephansplatz,20.599358974358974,20.132837995337994,0.4665209790209808
154,14,Bodanplatz,20.888141025641026,20.785576923076924,0.1025641025641022
155,14,Döbele,20.980128205128207,20.785576923076924,0.19455128205128247
156,14,Friedrichstrasse,21.260576923076922,20.785576923076924,0.47499999999999787
157,14,Fähre Staad,20.151602564102564,20.785576923076924,-0.6339743589743598
158,14,Herose-Park,19.846153846153847,20.785576923076924,-0.9394230769230774
159,14,Hörnle,20.504166666666666,20.785576923076924,-0.28141025641025763
160,14,Mainaustrasse,21.14679487179487,20.785576923076924,0.36121794871794677
161,14,Marktstätte,21.06378205128205,20.785576923076924,0.27820512820512633
162,14,Riedstrasse,21.687820512820515,20.785576923076924,0.9022435897435912
163,14,Stadtgarten,19.743589743589745,20.785576923076924,-1.0419871794871796
164,14,Stephansplatz,21.368589743589745,20.785576923076924,0.5830128205128204
165,15,Bodanplatz,21.37724358974359,21.221586052836052,0.1556575369075368
166,15,Döbele,21.466346153846153,21.221586052836052,0.24476010101010104
167,15,Friedrichstrasse,21.636538461538464,21.221586052836052,0.4149524087024119
168,15,Fähre Staad,20.59294871794872,21.221586052836052,-0.6286373348873333
169,15,Herose-Park,20.178846153846155,21.221586052836052,-1.0427398989898968
170,15,Hörnle,21.00128205128205,21.221586052836052,-0.22030400155400187
171,15,Mainaustrasse,21.640064102564104,21.221586052836052,0.41847804972805136
172,15,Marktstätte,21.47051282051282,21.221586052836052,0.24892676767676747
173,15,Riedstrasse,22.04674145299145,21.221586052836052,0.8251554001553991
174,15,Stadtgarten,20.074038461538464,21.221586052836052,-1.147547591297588
175,15,Stephansplatz,21.952884615384615,21.221586052836052,0.7312985625485631
176,16,Bodanplatz,21.64519230769231,21.441540404040406,0.20365190365190244
177,16,Döbele,21.772756410256413,21.441540404040406,0.3312160062160068
178,16,Friedrichstrasse,21.774358974358975,21.441540404040406,0.3328185703185689
179,16,Fähre Staad,20.919871794871796,21.441540404040406,-0.5216686091686107
180,16,Herose-Park,20.45705128205128,21.441540404040406,-0.9844891219891245
181,16,Hörnle,21.050641025641028,21.441540404040406,-0.3908993783993786
182,16,Mainaustrasse,21.85480769230769,21.441540404040406,0.413267288267285
183,16,Marktstätte,21.692948717948717,21.441540404040406,0.25140831390831053
184,16,Riedstrasse,22.22232905982906,21.441540404040406,0.7807886557886548
185,16,Stadtgarten,20.209935897435898,21.441540404040406,-1.2316045066045085
186,16,Stephansplatz,22.257051282051282,21.441540404040406,0.8155108780108762
187,17,Bodanplatz,21.58349358974359,21.341283022533023,0.24221056721056655
188,17,Döbele,21.769711538461536,21.341283022533023,0.4284285159285126
189,17,Friedrichstrasse,21.546955128205127,21.341283022533023,0.2056721056721038
190,17,Fähre Staad,20.933653846153845,21.341283022533023,-0.40762917637917795
191,17,Herose-Park,20.440705128205128,21.341283022533023,-0.9005778943278955
192,17,Hörnle,20.852884615384617,21.341283022533023,-0.48839840714840577
193,17,Mainaustrasse,21.68846153846154,21.341283022533023,0.34717851592851545
194,17,Marktstätte,21.636378205128207,21.341283022533023,0.2950951825951833
195,17,Riedstrasse,21.996741452991454,21.341283022533023,0.655458430458431
196,17,Stadtgarten,20.14519230769231,21.341283022533023,-1.1960907148407145
197,17,Stephansplatz,22.159935897435897,21.341283022533023,0.8186528749028739
198,18,Bodanplatz,21.316025641025643,20.99285159285159,0.32317404817405304
199,18,Döbele,21.517307692307693,20.99285159285159,0.5244560994561027
200,18,Friedrichstrasse,21.10480769230769,20.99285159285159,0.1119560994561013
201,18,Fähre Staad,20.62275641025641,20.99285159285159,-0.37009518259517904
202,18,Herose-Park,20.421153846153846,20.99285159285159,-0.571697746697744
203,18,Hörnle,20.19679487179487,20.99285159285159,-0.7960567210567184
204,18,Mainaustrasse,21.15801282051282,20.99285159285159,0.16516122766122976
205,18,Marktstätte,21.315384615384612,20.99285159285159,0.3225330225330225
206,18,Riedstrasse,21.544123931623933,20.99285159285159,0.5512723387723426
207,18,Stadtgarten,19.92051282051282,20.99285159285159,-1.072338772338771
208,18,Stephansplatz,21.80448717948718,20.99285159285159,0.8116355866355889
209,19,Bodanplatz,20.808012820512822,20.330157342657344,0.4778554778554778
210,19,Döbele,20.797115384615385,20.330157342657344,0.4669580419580406
211,19,Friedrichstrasse,20.41570512820513,20.330157342657344,0.08554778554778508
212,19,Fähre Staad,20.02820512820513,20.330157342657344,-0.3019522144522142
213,19,Herose-Park,19.886858974358972,20.330157342657344,-0.44329836829837177
214,19,Hörnle,19.377884615384612,20.330157342657344,-0.9522727272727316
215,19,Mainaustrasse,20.421794871794873,20.330157342657344,0.09163752913752887
216,19,Marktstätte,20.647756410256413,20.330157342657344,0.317599067599069
