startZeit,o3,no2,pm10,pm25
2025-09-23T23:00:00+02:00,17.63,9.42,3.0,2.17
2025-09-24T00:00:00+02:00,18.79,7.63,2.66,1.9
2025-09-24T01:00:00+02:00,21.17,5.41,2.25,1.59
2025-09-24T02:00:00+02:00,19.71,7.69,2.34,1.41
2025-09-24T03:00:00+02:00,,7.08,2.24,1.56
2025-09-24T04:00:00+02:00,24.65,6.43,2.16,1.41
2025-09-24T05:00:00+02:00,24.31,5.58,1.69,1.29
2025-09-24T06:00:00+02:00,21.68,7.13,2.4,1.82
2025-09-24T07:00:00+02:00,16.54,12.79,3.52,1.94
2025-09-24T08:00:00+02:00,15.12,13.65,3.42,1.62
2025-09-24T09:00:00+02:00,19.57,9.94,2.9,1.55
2025-09-24T10:00:00+02:00,23.35,8.28,3.75,2.37
2025-09-24T11:00:00+02:00,22.18,10.33,4.91,3.69
2025-09-24T12:00:00+02:00,22.84,9.34,6.65,4.87
2025-09-24T13:00:00+02:00,22.25,10.91,7.57,4.99
2025-09-24T14:00:00+02:00,23.75,9.18,6.46,4.29
2025-09-24T15:00:00+02:00,22.86,10.49,4.8,3.14
2025-09-24T16:00:00+02:00,23.84,10.01,3.66,2.28
2025-09-24T17:00:00+02:00,23.65,11.05,3.04,1.87
2025-09-24T18:00:00+02:00,23.62,11.94,3.24,2.1
2025-09-24T19:00:00+02:00,21.1,14.03,3.14,2.29
2025-09-24T20:00:00+02:00,19.98,13.47,3.82,2.69
2025-09-24T21:00:00+02:00,21.48,11.64,4.35,3.43
2025-09-24T22:00:00+02:00,21.27,10.3,5.13,4.09
2025-09-24T23:00:00+02:00,21.2,9.49,5.11,4.16
2025-09-25T00:00:00+02:00,18.76,9.75,6.12,4.69
2025-09-25T01:00:00+02:00,19.69,6.62,6.46,4.98
2025-09-25T02:00:00+02:00,18.38,6.88,5.61,4.32
2025-09-25T03:00:00+02:00,21.42,,3.44,2.81
2025-09-25T04:00:00+02:00,,4.82,2.74,1.86
2025-09-25T05:00:00+02:00,33.65,4.13,1.39,0.77
2025-09-25T06:00:00+02:00,34.96,4.68,1.86,1.07
2025-09-25T07:00:00+02:00,29.96,9.13,3.3,1.91
2025-09-25T08:00:00+02:00,31.56,8.29,4.09,2.34
2025-09-25T09:00:00+02:00,31.19,9.75,3.81,2.46
2025-09-25T10:00:00+02:00,33.54,6.67,3.06,1.82
2025-09-25T11:00:00+02:00,34.75,5.93,3.45,1.69
2025-09-25T12:00:00+02:00,41.19,5.22,3.08,1.44
2025-09-25T13:00:00+02:00,45.73,5.0,2.0,1.09
2025-09-25T14:00:00+02:00,45.03,4.35,2.95,1.23
2025-09-25T15:00:00+02:00,41.79,5.66,3.24,1.25
2025-09-25T16:00:00+02:00,43.67,5.8,3.2,1.21
2025-09-25T17:00:00+02:00,42.83,5.41,3.32,1.21
2025-09-25T18:00:00+02:00,39.09,8.79,2.87,1.46
2025-09-25T19:00:00+02:00,28.98,13.33,4.98,2.66
2025-09-25T20:00:00+02:00,20.53,15.58,5.24,3.16
2025-09-25T21:00:00+02:00,10.32,17.4,6.6,4.35
2025-09-25T22:00:00+02:00,18.37,13.03,5.78,3.71
2025-09-25T23:00:00+02:00,18.07,12.42,4.21,3.08
2025-09-26T00:00:00+02:00,18.31,10.1,4.77,2.57
2025-09-26T01:00:00+02:00,18.26,8.13,4.27,2.61
2025-09-26T02:00:00+02:00,17.26,7.93,4.92,3.46
2025-09-26T03:00:00+02:00,14.09,8.74,5.32,3.92
2025-09-26T04:00:00+02:00,10.34,10.66,6.95,4.87
2025-09-26T05:00:00+02:00,,10.01,6.98,5.02
2025-09-26T06:00:00+02:00,12.0,12.09,6.54,4.69
2025-09-26T07:00:00+02:00,11.37,14.88,6.77,5.15
2025-09-26T08:00:00+02:00,14.22,13.7,8.34,6.05
2025-09-26T09:00:00+02:00,13.63,12.86,9.34,6.94
2025-09-26T10:00:00+02:00,20.79,11.02,8.55,5.61
2025-09-26T11:00:00+02:00,31.36,6.94,5.84,3.66
2025-09-26T12:00:00+02:00,34.14,6.65,7.03,4.28
2025-09-26T13:00:00+02:00,37.56,6.3,9.16,6.53
2025-09-26T14:00:00+02:00,36.97,8.77,8.97,5.91
2025-09-26T15:00:00+02:00,36.06,7.38,5.94,4.38
2025-09-26T16:00:00+02:00,35.84,6.79,5.98,4.23
2025-09-26T17:00:00+02:00,35.46,8.56,7.07,5.24
2025-09-26T18:00:00+02:00,29.42,12.76,6.71,5.28
2025-09-26T19:00:00+02:00,20.61,16.25,8.31,6.37
2025-09-26T20:00:00+02:00,27.71,14.41,6.91,5.96
2025-09-26T21:00:00+02:00,22.98,21.52,6.55,5.56
2025-09-26T22:00:00+02:00,25.64,8.98,5.93,4.95
2025-09-26T23:00:00+02:00,23.74,7.47,5.2,3.79
2025-09-27T00:00:00+02:00,27.66,7.6,6.18,5.2
2025-09-27T01:00:00+02:00,25.51,7.8,6.16,5.6
2025-09-27T02:00:00+02:00,,7.88,6.77,5.79
2025-09-27T03:00:00+02:00,26.46,5.51,5.58,4.62
2025-09-27T04:00:00+02:00,27.41,,5.53,4.5
2025-09-27T05:00:00+02:00,25.67,5.77,5.81,4.54
2025-09-27T06:00:00+02:00,21.97,7.48,6.66,5.42
2025-09-27T07:00:00+02:00,32.29,7.75,6.95,5.6
2025-09-27T08:00:00+02:00,34.14,8.4,6.42,5.13
2025-09-27T09:00:00+02:00,38.8,8.22,5.52,3.99
2025-09-27T10:00:00+02:00,43.72,7.82,3.05,2.17
2025-09-27T11:00:00+02:00,46.35,6.96,3.22,2.07
2025-09-27T12:00:00+02:00,48.74,5.96,3.08,2.11
2025-09-27T13:00:00+02:00,51.72,5.46,2.85,1.82
2025-09-27T14:00:00+02:00,55.07,5.46,2.4,1.68
2025-09-27T15:00:00+02:00,56.08,5.57,2.61,1.58
2025-09-27T16:00:00+02:00,50.84,6.51,3.41,2.14
2025-09-27T17:00:00+02:00,43.38,9.16,3.29,2.19
2025-09-27T18:00:00+02:00,42.41,9.32,3.67,2.37
2025-09-27T19:00:00+02:00,32.17,13.46,5.16,3.66
2025-09-27T20:00:00+02:00,19.87,16.55,7.15,5.15
2025-09-27T21:00:00+02:00,14.6,17.39,7.54,5.88
2025-09-27T22:00:00+02:00,8.56,14.18,7.38,4.92
2025-09-27T23:00:00+02:00,6.49,14.18,8.48,5.64
2025-09-28T00:00:00+02:00,8.13,12.75,8.78,6.55
2025-09-28T01:00:00+02:00,16.51,9.06,11.02,9.42
2025-09-28T02:00:00+02:00,17.42,11.75,12.34,10.46
2025-09-28T03:00:00+02:00,,9.91,11.87,10.34
2025-09-28T04:00:00+02:00,19.93,10.05,11.25,9.83
2025-09-28T05:00:00+02:00,24.67,6.19,11.73,10.25
2025-09-28T06:00:00+02:00,27.03,6.16,12.37,10.84
2025-09-28T07:00:00+02:00,23.96,8.21,11.83,10.24
2025-09-28T08:00:00+02:00,22.31,7.97,10.88,8.9
2025-09-28T09:00:00+02:00,22.84,8.84,10.64,9.19
2025-09-28T10:00:00+02:00,27.25,7.41,10.31,8.51
2025-09-28T11:00:00+02:00,32.35,8.26,10.24,8.56
2025-09-28T12:00:00+02:00,32.52,5.64,11.15,9.11
2025-09-28T13:00:00+02:00,38.93,7.18,10.87,9.01
2025-09-28T14:00:00+02:00,51.9,5.94,8.96,7.19
2025-09-28T15:00:00+02:00,56.14,3.64,8.54,6.44
2025-09-28T16:00:00+02:00,55.66,3.76,8.62,6.31
2025-09-28T17:00:00+02:00,50.92,4.32,9.12,6.51
2025-09-28T18:00:00+02:00,43.96,7.14,9.51,6.85
2025-09-28T19:00:00+02:00,36.02,11.83,9.91,7.41
2025-09-28T20:00:00+02:00,33.23,12.61,10.03,7.81
2025-09-28T21:00:00+02:00,33.75,11.09,9.44,7.89
2025-09-28T22:00:00+02:00,34.01,9.58,10.27,8.23
2025-09-28T23:00:00+02:00,36.33,7.16,11.69,8.91
