Temperatur_Celsius_Mittel_Tagesdurchschnitt,Temperatur_Celsius_Mittel_Tagesminimum,Temperatur_Celsius_Mittel_Tagesmaximum,Temperatur_Celsius_Maximum,Temperatur_Celsius_Minimum,Sonnenscheindauer_Stunden_Summe,Niederschlag_Millimeter_Summe,Niederschlag_Millimeter_Maximum_Tagesmaximum,Eistage_Anzahl,Frosttage_Anzahl,Heisse_Tage_Anzahl,Sommertage_Anzahl,Tropennaechte_Anzahl
9.48535714285714,5.993571428571429,13.846071428571426,32.52142857142856,-10.31785714285714,1642.4071428571428,865.9607142857142,47.67142857142858,18.785714285714285,70.25,7.107142857142857,45.535714285714285,0.14285714285714285
